2024-08-23 11:42:19,823 [ 1] INFO  Unity: LoadingManager start
2024-08-23 11:42:22,908 [ 1] INFO  Unity: DataManager > DataManager()
2024-08-23 11:42:28,239 [ 1] INFO  Unity: UserLoginRequest::user :user001 psw:123
2024-08-23 11:42:28,240 [ 1] INFO  Unity: ConnectToServer() Start 
2024-08-23 11:42:28,241 [ 1] INFO  Unity: DoConnect
2024-08-23 11:42:28,242 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2024-08-23 11:42:28,243 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2024-08-23 11:42:28,246 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2024-08-23 11:42:29,903 [ 1] INFO  Unity: OnLogin:Failed [用户不存在]
2024-08-23 11:44:03,415 [ 1] INFO  Unity: UserRegisterRequest::user :user001 psw:123
2024-08-23 11:44:03,712 [ 1] INFO  Unity: OnUserRegister:Success [None]
2024-08-23 11:44:06,239 [ 1] INFO  Unity: UserLoginRequest::user :user001 psw:123
2024-08-23 11:44:06,278 [ 1] INFO  Unity: OnLogin:Success [None]
2024-08-23 11:44:06,280 [ 1] INFO  Unity: LoadLevel: CharSelect
2024-08-23 11:44:06,535 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:19,950 [ 1] INFO  Unity: UserCreateCharacterRequest::name :士士 class:Warrior
2024-08-23 11:44:20,002 [ 1] INFO  Unity: OnUserCreateCharacter:Success [None]
2024-08-23 11:44:20,932 [ 1] INFO  Unity: Select Char:[0]士士[Warrior]
2024-08-23 11:44:21,262 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0
2024-08-23 11:44:21,391 [ 1] INFO  Unity: OnGameEnter:Success [None]
2024-08-23 11:44:21,392 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:1
2024-08-23 11:44:21,393 [ 1] INFO  Unity: AddCharacter:1:士士 Map:1 Entity:(1:pos:(5000,4000,820),dir:(100,0,0),spd:0
2024-08-23 11:44:21,396 [ 1] INFO  Unity: LoadLevel: MainCity
2024-08-23 11:44:21,914 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:21,919 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:22,038 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:22,042 [ 1] INFO  Unity: GameObject Created
2024-08-23 11:44:22,046 [ 1] INFO  Unity: ---Start UIMinimap.cs
2024-08-23 11:44:22,046 [ 1] INFO  Unity: ---before if.cs
2024-08-23 11:44:22,046 [ 1] INFO  Unity: --- load resbuluzheng
2024-08-23 11:44:22,047 [ 1] INFO  Unity: ---Minimap transform (-99.0, -70.0, 0.0)
2024-08-23 11:44:22,047 [ 1] INFO  Unity: ---Minimap transform (0.0, 0.0, 0.0)
2024-08-23 11:44:29,675 [ 1] INFO  Unity: LoadLevel: CharSelect
2024-08-23 11:44:29,676 [ 1] INFO  Unity: UserGameLeaveRequest
2024-08-23 11:44:29,754 [ 1] INFO  Unity: OnMapCharacterLeave: CharID:1
2024-08-23 11:44:29,756 [ 1] INFO  Unity: RemoveCharacter:1
2024-08-23 11:44:29,758 [ 1] INFO  Unity: OnGameLeave: Success [None]
2024-08-23 11:44:29,759 [ 1] INFO  Unity: Character_1_士士 OnDestroy :ID:1 POS:(5000, 4000, 820) DIR:(100, 0, 0) SPD:0 
2024-08-23 11:44:29,837 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:30,569 [ 1] INFO  Unity: Select Char:[0]士士[Warrior]
2024-08-23 11:44:30,964 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0
2024-08-23 11:44:30,981 [ 1] INFO  Unity: OnGameEnter:Success [None]
2024-08-23 11:44:30,982 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:1
2024-08-23 11:44:30,982 [ 1] INFO  Unity: AddCharacter:2:士士 Map:1 Entity:(2:pos:(5000,4000,820),dir:(100,0,0),spd:0
2024-08-23 11:44:30,983 [ 1] INFO  Unity: GameObject Created
2024-08-23 11:44:30,984 [ 1] INFO  Unity: LoadLevel: MainCity
2024-08-23 11:44:31,389 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:31,389 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2024-08-23 11:44:31,485 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-08-23 11:44:31,485 [ 1] INFO  Unity: ---before if.cs
2024-08-23 11:44:31,486 [ 1] INFO  Unity: --- load resbuluzheng
2024-08-23 11:44:31,486 [ 1] INFO  Unity: ---Minimap transform (0.0, 0.0, 0.0)
2024-08-23 11:44:31,486 [ 1] INFO  Unity: ---Minimap transform (0.0, 0.0, 0.0)
2024-08-23 11:44:36,703 [ 1] INFO  Unity: LoadLevel: CharSelect
2024-08-23 11:44:36,703 [ 1] INFO  Unity: UserGameLeaveRequest
2024-08-23 11:44:36,773 [ 1] INFO  Unity: OnMapCharacterLeave: CharID:2
2024-08-23 11:44:36,774 [ 1] INFO  Unity: RemoveCharacter:2
2024-08-23 11:44:36,775 [ 1] INFO  Unity: OnGameLeave: Success [None]
